Paper_id,X,Record_id,Year,Species_name,Taxon,Population,Population_type,Study_type,Sex,Age,N_id_pedigree,N_records,N_id_w_records,N_sires,N_dams,N_families,Depth_of_ped,Trait_name,Trait_category,Mean_standardized,Trait_mean,Variance_standardized,Trait_sd,Treatment_group,Fixed_eff_of_partner_trait,Other_fixed_eff,Mean_group_size,Va,V_ige,Vpe_foc,Vpe_soc,V_other_1,V_other_2,V_other_3,V_other_4,V_other_5,V_other_6,V_residual,Total_v_phen,H2,Social_h2,R_a_ige,R_pe_pe_soc,Cov_a_ige,Cov_pe_pe_soc,V_tbv,T2,Data_location,Screener_id,Notes,Second_screener_id,Second_screener_notes,Changes_after_second_screening,Data_transf,Trait_mean_transf,Trait_error_distrib,Estimates_scale_nongauss,Vp_group_formula,Species_name.2,Population2,Group_id,Second_screener_original_decision,missingSocial_h2,missingVP,missingVIGE,missingMean,missingVA,missingIdRecords,Total_v_phen2,Trait_mean2,Reported_values_flag,Excluded_after_control,social_h2,Year_of_Publication
IGE0889,62,63,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,6276,6276,6276,68,537,NA,5,survival days,survival,no,352.3,no,NA,W1,no,yes,4,915,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,12847,NA,NA,0.18,NA,62,NA,50,0.19,Table 5,DF,I calculated overall trait means from the laying house values in Table 3. They give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5,MM,"AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) MM 1) I get a trait mean = 355, 2) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed r PE-PE(S) to NA. Added NA for social heritability",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,63,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12847,352.3,NA,NA,NA,2008
IGE0889,63,64,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,6916,6916,6916,68,537,NA,5,survival days,survival,no,325.7,no,NA,WB,no,yes,4,1917,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,20111,NA,NA,-0.31,NA,-228,NA,55,0.15,Table 5,DF,I calculated overall trait means from the laying house values in Table 3. Thy give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5,MM,"AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) 1) I get a trait mean = 326, 2) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed r PE-PE(S) to NA. Added NA for social heritability",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,64,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20111,325.7,NA,NA,NA,2008
IGE0889,64,65,NA,Gallus gallus,birds,Hendrix genetics,captive,experimental,F,ad,3588,3588,3588,38,294,NA,5,survival days,survival,no,373.4,no,NA,WF,no,yes,4,246,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,13999,NA,NA,0.11,NA,13,NA,30,0.06,Table 5,DF,I calculated overall trait means from the laying house values in Table 3. They give h2 from a different model (without IGEs) in Table 4 but I haven't included it as the est for VA comes from the model with IGEs reported in Table 5,MM,"AST comment: population should be Hendrix Genetics so that IGE0654 use same terminology :) MM: 1) 294 dams, 2) I get a trait mean = 373, 3) r pe is not a true PE, right? It is the correlation between the residuals of the group members
","Changed Population to """"Hendrix genetics"""". Changed #dams to 294. Changed r PE-PE(S) to NA. Added NA for social heritability",non_transf,NA,gaussian,NA,yes,Gallus gallus,HendrixGenetics_NL,65,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13999,373.4,NA,NA,NA,2008
IGE0920,141,142,NA,Sus scrofa,mammals,"Institute for Pig Genetics, Beilen, The Netherlands",captive,experimental,both,ad,19674,14032,14032,397,580,NA,3,growth rate,development,no,841,no,NA,NA,no,yes,8.5,1522,51,NA,1371,236,NA,NA,NA,NA,NA,3221,7324,NA,NA,0.2,NA,56,NA,5208,0.71,Table 5 (Model 3),FS,"8.5 mean group size used in analyses; growth rate quant gen estimates are also reported for two treatments (restricted/ad libitum food) but I selected the model with all ids as per protocol; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)",MM,"MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA",non_transf,NA,gaussian,NA,yes,Sus scrofa,PigGenetics_NL,66,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7324,841,NA,NA,NA,2008
IGE0920,142,143,NA,Sus scrofa,mammals,"Institute for Pig Genetics, Beilen, The Netherlands",captive,experimental,both,ad,19674,14032,14032,397,580,NA,3,back fat thickness,morphology,no,16.9,no,NA,NA,no,yes,8.5,2.75,0.009,NA,0.38,0.16,NA,NA,NA,NA,NA,4.36,7.79,NA,NA,-0.02,NA,-0.003,NA,3.19,0.41,Table 5 (Model 3),FS,"8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)",MM,"MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA",non_transf,NA,gaussian,NA,yes,Sus scrofa,PigGenetics_NL,66,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.79,16.9,NA,NA,NA,2008
IGE0920,143,144,NA,Sus scrofa,mammals,"Institute for Pig Genetics, Beilen, The Netherlands",captive,experimental,both,ad,19674,14032,14032,397,580,NA,3,muscle depth,morphology,no,57.6,no,NA,NA,no,yes,8.5,6.68,0.027,NA,0.66,0.85,NA,NA,NA,NA,NA,23.13,32.17,NA,NA,0.33,NA,0.14,NA,10.35,0.32,Table 5 (Model 3),FS,"8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)",MM,"MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA",non_transf,NA,gaussian,NA,yes,Sus scrofa,PigGenetics_NL,66,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.17,57.6,NA,NA,NA,2008
IGE0920,144,145,NA,Sus scrofa,mammals,"Institute for Pig Genetics, Beilen, The Netherlands",captive,experimental,both,ad,19674,4342,4342,397,580,NA,3,feed intake,metabolism & physiology,no,2141,no,NA,NA,no,yes,8.5,16950,596,NA,28909,2620,NA,NA,NA,NA,NA,37080,98535,NA,NA,0.38,NA,1215,NA,68687,0.7,Table 5 (Model 3),FS,"8.5 mean group size used in analyses; V other 1 is litter, there is no PE for focal (can this be interpreted as that?); heritability is estimated from model with no social effects (Model 1)",MM,"MM: 1) yes, I think there are no PE for focal, 2) I wouldn't include h2 from the non-social model, 3) I would replace the group size for 8.5 instead of the range
","changed mean group size, h2 set to NA",non_transf,NA,gaussian,NA,yes,Sus scrofa,PigGenetics_NL,66,Revise,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,98535,2141,NA,NA,NA,2008
IGE0920,145,146,NA,Sus scrofa,mammals,NA,captive,experimental,both,ad,NA,13168,13168,NA,NA,NA,NA,growth rate,development,no,NA,no,NA,NA,no,yes,10,1319,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,7012,NA,NA,NA,NA,-21,NA,3294,0.47,pg 1566 (Model structure same as 3),FS,"Additional data: we
used independent data on 13,168 individuals of a different
population descending from the same genetic
lines, collected on a different farm, to obtain an independent
estimate of the genetic parameters.
(p 1563). Info on pedigree are missing but I reported the estimates, we may be able to use them. ",MM,"MM: I feel we wont be able to use this data without info on #ids and trait means, and so on... plus, it might have been used in another study? but good to have it collected
",NA,non_transf,NA,gaussian,NA,yes,Sus scrofa,PigGenetics_NL,66,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7012,NA,NA,NA,NA,2008
IGE0927,158,159,NA,Sus scrofa,mammals,NA,captive,experimental,both,both,55982,NA,NA,NA,NA,NA,NA,growth rate,development,no,NA,no,NA,NA,no,yes,8.5,599,5.6,146,NA,77,210,515,19.8,NA,NA,2890,4625,0.13,NA,-0.07,NA,-4.1,NA,851,0.18,Table 1 (Model 7),FS,Age: I selected both because growth spans from juvenile to adult stage; selected model 7 as the most complete and best fitting; table also reports correlation between direct and social early-life effects (rkl); V other 1: pen effects; V other 2: adult social group non genetic; V other 3 direct litter effects; V other 4 early-life social effects (ELSEs),AST,"question, would model 5 be more comparable to models from other papers since it does not have any dilution effect added? After all we are extracting mean group size to later on control for it somehow? Otherwise, everything seems fine; delete space in r A-IGE estimate (i.e. -0.07)",NA,non_transf,NA,gaussian,NA,yes,Sus scrofa,NordicGenetics_SWE,67,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4625,NA,NA,NA,NA,2017
IGE1023,23,23,NA,Gallus gallus,birds,Hendrix Genetics,captive,experimental,F,ad,NA,6092,6092,NA,NA,NA,NA,days from start of laying to death/end of experiment,survival,no,NA,no,NA,line W1,no,yes,4,705,104,NA,NA,799,NA,NA,NA,NA,NA,7980,NA,NA,NA,NA,NA,59,NA,1996,NA,Table 6,AST,V other 1 = cage id,DF,Population = Hendrix Genetics white leghorns,population changed from NA to Hendrix Genetics,non_transf,NA,gaussian,NA,NA,Gallus gallus,HendrixGenetics_NL,68,Accept,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,2013
IGE1023,24,24,NA,Gallus gallus,birds,Hendrix Genetics,captive,experimental,F,ad,NA,6852,6852,NA,NA,NA,NA,days from start of laying to death/end of experiment,survival,no,NA,no,NA,line WB,no,yes,4,1404,232,NA,NA,1191,NA,NA,NA,NA,NA,12675,NA,NA,NA,NA,NA,-162,NA,2521,NA,Table 6,AST,V other 1 = cage id,DF,Population = Hendrix Genetics white leghorns,population changed from NA to Hendrix Genetics,non_transf,NA,gaussian,NA,NA,Gallus gallus,HendrixGenetics_NL,69,Accept,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,2013
IGE1038,26,26,2017,Sus scrofa,mammals,NA,captive,experimental,both,ad,NA,3276,3276,NA,NA,NA,NA,average daily gain (ADG),development,no,NA,no,NA,NA,no,yes,10,1107.79,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5335.67,0.22,NA,0.23,NA,NA,NA,5587.34,0.22,Table 1,AST,"Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model",MM,"MM: I dont get it, info is not in Table 1? let's talk per mail","All information extracted now, odd that I missed table 1 before",non_transf,NA,gaussian,NA,NA,Sus scrofa,Sichuan_CHN,70,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27235.32,NA,NA,NA,NA,2019
IGE1038,27,27,2017,Sus scrofa,mammals,NA,captive,experimental,both,ad,NA,3276,3276,NA,NA,NA,NA,days to 100 kg (D100),development,no,NA,no,NA,NA,no,yes,10,212.63,8.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,631.4,0.4,NA,0.58,NA,NA,NA,103.59,0.46,Table 1,AST,"Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model",MM,"MM: I dont get it, info is not in Table 1? let's talk per mail","All information extracted now, odd that I missed table 1 before",non_transf,NA,gaussian,NA,NA,Sus scrofa,Sichuan_CHN,70,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2243.46,NA,NA,NA,NA,2019
IGE1038,28,28,2017,Sus scrofa,mammals,NA,captive,experimental,both,ad,NA,3276,3276,NA,NA,NA,NA,backfat thickness to 100kg (B100),development,no,NA,no,NA,NA,no,yes,10,126.75,4.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.49,0.45,NA,0.15,NA,NA,NA,598.62,0.43,Table 1,AST,"Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model",MM,"MM: I dont get it, info is not in Table 1? let's talk per mail","All information extracted now, odd that I missed table 1 before",non_transf,NA,gaussian,NA,NA,Sus scrofa,Sichuan_CHN,70,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1387.33,NA,NA,NA,NA,2019
IGE1038,29,29,2017,Sus scrofa,mammals,NA,captive,experimental,both,ad,NA,3276,3276,NA,NA,NA,NA,average daily feed intake (ADFI),development,no,NA,no,NA,NA,no,yes,10,14157.21,109.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,38278.14,0.4,NA,0.35,NA,NA,NA,39423.18,0.58,Table 1,AST,"Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model",MM,"MM: I dont get it, info is not in Table 1? let's talk per mail","All information extracted now, odd that I missed table 1 before",non_transf,NA,gaussian,NA,NA,Sus scrofa,Sichuan_CHN,70,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,68527.17,NA,NA,NA,NA,2019
IGE1038,30,30,2017,Sus scrofa,mammals,NA,captive,experimental,both,ad,NA,3276,3276,NA,NA,NA,NA,residual feed intake (RFI),development,no,NA,no,NA,NA,no,yes,10,11577.72,97.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,25993.18,0.48,NA,0.7,NA,NA,NA,32734.68,0.98,Table 1,AST,"Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model",MM,"MM: I dont get it, info is not in Table 1? let's talk per mail","All information extracted now, odd that I missed table 1 before",non_transf,NA,gaussian,NA,NA,Sus scrofa,Sichuan_CHN,70,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,33449.05,NA,NA,NA,NA,2019
IGE1038,31,31,2017,Sus scrofa,mammals,NA,captive,experimental,both,ad,NA,3276,3276,NA,NA,NA,NA,feed conversion ratio (FCR),development,no,NA,no,NA,NA,no,yes,10,44.23,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0029,0.31,NA,0.23,NA,NA,NA,101.11,0.33,Table 1,AST,"Large white pigs used; V other 1 = litter id, V other 2 = group id; age assumed to be adult because of focusing on 100kg marks; table 1 reports additive genetic variance, which presumably combines both direct and social, and then direct and social additive variances separately, which were the ones extracted; total phenotypic variance extracted as VP rather than phenotypic variance, which is unclear to me what it is but could be a combination of both litter and group effects which are not reported despite said to be included in the model",MM,"MM: I dont get it, info is not in Table 1? let's talk per mail","All information extracted now, odd that I missed table 1 before",non_transf,NA,gaussian,NA,NA,Sus scrofa,Sichuan_CHN,70,Revise,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,307.61,NA,NA,NA,NA,2019
IGE1050,159,160,1968-1983 and 1986-2006,Larus canus,birds,"Matsalu National Park, Estonia",wild,observational,F,ad,1142,10652,1916,NA,NA,NA,NA,laying date,reproduction,no,NA,no,NA,NA,yes,yes,2,4.52,1.49,1.29,1.55,10.58,NA,NA,NA,NA,NA,11.84,38.7,0.145,0.048,-0.53,NA,-1.38,NA,NA,NA,Table 1 model 7,MM,"Vother1=year, total phenotypic var calculated without fixed effects

2) social fixed effect = breeding experience

",FS,NA,"changed mean group size to 2, added social h2",non_transf,NA,gaussian,NA,no,Larus canus,Matsalu_EST,71,Accept,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,38.7,NA,NA,NA,NA,2008
